player_id,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,season,was_mvp
1423,18,2.4,1.1,0.0,0.8,0.046,0.14,0.201,0.487,0.0,13,0
1415,22,5.0,1.0,1.2,-2.2,0.016,0.094,0.21,0.635,0.215,13,0
1428,73,14.5,2.9,1.6,-2.2,0.045,0.09,0.252,0.55,0.103,13,0
1430,62,4.3,1.5,2.6,-7.6,0.017,0.107,0.185,0.456,0.274,13,0
1431,43,2.6,1.2,1.0,-9.1,0.033,0.097,0.168,0.404,0.151,13,0
1434,73,7.1,1.8,3.4,1.5,0.016,0.07200000000000001,0.163,0.519,0.217,13,0
1462,51,5.6,1.9,1.3,3.9,0.037000000000000005,0.08800000000000001,0.162,0.526,0.111,13,0
1464,62,8.6,4.1,0.6,-9.1,0.098,0.208,0.253,0.524,0.062,13,0
1438,39,0.8,0.7,0.2,1.7,0.077,0.135,0.106,0.591,0.092,13,0
1507,77,11.0,4.3,3.0,6.8,0.043,0.098,0.163,0.514,0.132,13,0
1533,75,8.7,2.9,0.7,5.6,0.027000000000000003,0.114,0.181,0.555,0.048,13,0
1526,18,11.9,3.0,2.2,-11.5,0.021,0.108,0.232,0.444,0.14300000000000002,13,0
1517,46,4.4,1.5,0.9,-0.5,0.01,0.11,0.14,0.53,0.09,13,0
1510,78,14.8,6.4,1.3,0.9,0.062,0.19,0.257,0.505,0.076,13,0
1466,82,9.4,3.3,0.8,2.5,0.028,0.14,0.181,0.5429999999999999,0.05,13,0
1501,73,13.5,7.1,1.6,3.6,0.07400000000000001,0.206,0.211,0.561,0.085,13,0
1539,80,12.0,2.4,5.3,-1.0,0.014,0.07400000000000001,0.18600000000000005,0.526,0.245,13,0
1479,25,1.8,0.5,0.2,-8.8,0.036000000000000004,0.079,0.227,0.4370000000000001,0.08199999999999999,13,0
1477,65,7.0,3.3,1.0,7.9,0.055,0.161,0.17,0.581,0.09,13,0
1476,81,8.8,5.5,1.7,12.3,0.063,0.185,0.162,0.5760000000000001,0.097,13,0
1472,81,10.1,5.1,1.1,6.4,0.05,0.147,0.159,0.54,0.056,13,0
1495,79,5.7,1.9,0.6,0.2,0.05,0.08800000000000001,0.149,0.539,0.056,13,0
1273,72,10.2,2.5,4.0,-9.5,0.011,0.09,0.171,0.5429999999999999,0.221,14,0
1291,66,7.9,6.8,0.7,-7.3,0.102,0.228,0.151,0.55,0.041,14,0
1278,82,25.3,5.1,4.7,7.7,0.035,0.135,0.35,0.5479999999999999,0.258,14,0
1282,50,3.2,2.6,0.1,-6.1,0.134,0.185,0.189,0.474,0.025,14,0
1287,74,10.0,10.4,1.1,-5.3,0.125,0.322,0.173,0.555,0.069,14,0
1290,52,4.1,5.8,1.2,6.8,0.077,0.227,0.096,0.527,0.07400000000000001,14,0
1265,80,7.1,1.5,3.0,3.4,0.008,0.071,0.17600000000000002,0.509,0.226,14,0
1314,82,9.7,6.4,1.9,2.1,0.047,0.18600000000000005,0.135,0.598,0.087,14,0
1298,75,13.5,4.1,6.7,5.0,0.04,0.099,0.18600000000000005,0.55,0.289,14,0
1301,5,5.6,2.0,1.4,2.8,0.029,0.14,0.232,0.491,0.212,14,0
1304,53,2.0,2.0,0.3,1.6,0.091,0.199,0.145,0.441,0.063,14,0
1305,81,21.8,8.8,2.1,4.1,0.103,0.171,0.258,0.5489999999999999,0.099,14,0
1308,82,14.4,8.7,3.0,7.6,0.079,0.223,0.198,0.589,0.154,14,0
1312,12,3.1,1.5,1.8,0.0,0.009000000000000001,0.14800000000000002,0.223,0.41,0.309,14,0
1261,58,2.7,2.6,0.2,-14.9,0.127,0.138,0.135,0.479,0.025,14,0
1324,12,3.3,1.3,0.7,7.0,0.008,0.118,0.127,0.556,0.08900000000000001,14,0
1326,60,4.3,3.0,0.3,-7.6,0.075,0.16399999999999998,0.17600000000000002,0.448,0.033,14,0
1296,82,8.3,1.8,1.5,8.6,0.009000000000000001,0.096,0.182,0.5720000000000001,0.121,14,0
1256,80,23.5,3.2,2.5,2.8,0.012,0.1,0.295,0.601,0.128,14,0
1164,77,16.5,8.5,3.3,1.8,0.061,0.233,0.249,0.54,0.168,14,0
1249,71,14.9,8.9,2.4,13.1,0.049,0.277,0.221,0.575,0.127,14,0
1117,63,2.2,2.9,0.3,2.1,0.126,0.203,0.097,0.5670000000000001,0.041,14,0
1335,42,3.8,1.7,0.7,-16.4,0.056,0.14,0.187,0.464,0.107,14,0
1127,53,5.3,1.5,3.4,-9.4,0.014,0.08,0.19,0.444,0.284,14,0
